iter	RMSE
278	29.5211951
279	29.45448858
280	29.40242987
281	29.33859936
282	29.25815002
283	29.18369422
284	29.14370013
285	29.12389123
286	29.08170169
287	29.01324618
288	28.97955623
289	28.91609322
290	28.87612026
291	28.82673664
292	28.79720479
293	28.76683929
294	28.72849598
295	28.68785086
296	28.60766575
297	28.58232065
298	28.52675216
299	28.49407838
300	28.46007797
301	28.36859763
302	28.31216409
303	28.25674216
304	28.21727182
305	28.17362408
306	28.13119651
307	28.10137331
308	28.02898902
309	27.99505086
310	27.93664618
311	27.9200063
312	27.88104081
313	27.82172671
314	27.74151819
315	27.66483167
316	27.61853732
317	27.57281811
318	27.51364828
319	27.46792205
320	27.43818087
321	27.40340076
322	27.36012526
323	27.33599972
324	27.30820381
325	27.26523115
326	27.24240938
327	27.19952941
328	27.16144339
329	27.08826079
330	27.06671618
331	26.9858823
332	26.92043628
333	26.90101945
334	26.84582759
335	26.81016354
336	26.77195185
337	26.72530916
338	26.65690717
339	26.56536236
340	26.53027275
341	26.48662659
342	26.4191081
343	26.38504075
344	26.33964857
345	26.28341676
346	26.2395937
347	26.20321677
348	26.16389278
349	26.10681769
350	26.0624587
351	26.02411888
352	25.97194501
353	25.92320434
354	25.87348017
355	25.80884401
356	25.75809185
357	25.72167559
358	25.66634034
359	25.61837281
360	25.57383819
361	25.51276995
362	25.45513262
363	25.4057377
364	25.33032608
365	25.30708459
366	25.27526622
367	25.22143689
368	25.19034442
369	25.14477455
370	25.09968629
371	25.06099194
372	24.99645026
373	24.97716901
374	24.9402854
375	24.91117792
376	24.88299219
377	24.85146265
378	24.78150064
379	24.72981048
380	24.67162721
381	24.64814745
382	24.6098858
383	24.58796184
384	24.53863047
385	24.50204736
386	24.46131624
387	24.42314587
388	24.39285827
389	24.36202117
390	24.34437541
391	24.32439201
392	24.29198762
393	24.27947979
394	24.23755495
395	24.21147178
396	24.17907956
397	24.16436216
398	24.10741039
399	24.08247277
400	24.03670358
401	24.00280379
402	23.9595909
403	23.93155602
404	23.87575505
405	23.82798045
406	23.7812506
407	23.72620727
408	23.67797995
409	23.64089441
410	23.59746799
411	23.57298021
412	23.54304799
413	23.51577619
414	23.46063518
415	23.4331554
416	23.38141777
417	23.35346591
418	23.31531268
419	23.28555095
420	23.24756183
421	23.22189595
422	23.19391742
423	23.1837339
424	23.16045903
425	23.12555157
426	23.09710872
427	23.05711579
428	23.02546888
429	22.98050806
430	22.93822833
431	22.90866409
432	22.83379288
433	22.81576743
434	22.78966806
435	22.74540665
436	22.70430867
437	22.66969158
438	22.64878546
439	22.62002406
440	22.59815044
441	22.57521251
442	22.54051573
443	22.51101019
444	22.46825178
445	22.4485964
446	22.4078018
447	22.35997664
448	22.34634327
449	22.32032406
450	22.26487872
451	22.2337128
452	22.18701911
453	22.1537069
454	22.10915012
455	22.08729705
456	22.05832762
457	22.02401812
458	21.96516832
459	21.9377392
460	21.92045276
461	21.89201262
462	21.86734843
463	21.84050267
464	21.81423622
465	21.76435664
466	21.72364911
467	21.66397305
468	21.64135861
469	21.60850857
470	21.59382848
471	21.55428906
472	21.53722068
473	21.51432973
474	21.49589815
475	21.45960836
476	21.43473947
477	21.41882864
478	21.37287823
479	21.33875259
480	21.31954782
481	21.28040905
482	21.25522235
483	21.22441958
484	21.19538488
485	21.1673445
486	21.14438895
487	21.11249507
488	21.07290085
489	21.05752903
490	21.04785273
491	21.01348495
492	20.99343982
493	20.95569857
494	20.92512696
495	20.88547789
496	20.84889049
497	20.83183803
498	20.79997254
499	20.76983504
500	20.74116013
501	20.71304081
502	20.70014019
503	20.6807708
504	20.62833061
505	20.60661195
506	20.56988433
507	20.54689941
508	20.52756189
509	20.50266082
510	20.47183403
511	20.4390192
512	20.4101542
513	20.38619706
514	20.37601014
515	20.35894599
516	20.34518733
517	20.32938295
518	20.29907068
519	20.28696099
520	20.26915284
521	20.25664837
522	20.23284492
523	20.19837346
524	20.17531592
525	20.15470438
526	20.13993367
527	20.11018403
528	20.07429609
529	20.03633691
530	20.02087903
531	19.97957723
532	19.94295001
533	19.93448258
534	19.90446524
535	19.86202984
536	19.84142746
537	19.81935712
538	19.78634459
539	19.74876843
540	19.73364953
541	19.68951358
542	19.66383064
543	19.6351228
544	19.61521815
545	19.59646431
546	19.55527304
547	19.52485088
548	19.49644591
549	19.48106993
550	19.46763927
551	19.42946646
552	19.41151782
553	19.37856225
554	19.34787359
555	19.32456635
556	19.30762058
557	19.28335358
558	19.24936511
559	19.23216238
560	19.20819453
561	19.17789228
562	19.1661802
563	19.1485164
564	19.12173163
565	19.10940536
566	19.07201235
567	19.02810217
568	18.98835923
569	18.95773043
570	18.93990177
571	18.91867358
572	18.89531206
573	18.87399434
574	18.85108481
575	18.82054787
576	18.7976373
577	18.77799467
578	18.74891418
579	18.72754327
580	18.69902969
581	18.68494376
582	18.65169715
583	18.64161094
584	18.62242126
585	18.60838608
586	18.5626159
587	18.50496207
588	18.46640584
589	18.45063438
590	18.43348746
591	18.40632541
592	18.36507279
593	18.34973464
594	18.33996991
595	18.30613703
596	18.27878743
597	18.25405932
598	18.22795068
599	18.19864852
600	18.18176178
601	18.15345346
602	18.14233643
603	18.12003317
604	18.10039982
605	18.07581718
606	18.05664066
607	18.03290921
608	18.02573362
609	18.01044127
610	17.9788071
611	17.96439758
612	17.94547044
613	17.93670323
614	17.91897248
615	17.89426781
616	17.88206123
617	17.86209596
618	17.84524118
619	17.82474248
620	17.81312257
621	17.78510123
622	17.76700775
623	17.7411506
624	17.72180672
625	17.70264691
626	17.68024425
627	17.66063288
628	17.62276749
629	17.6076267
630	17.59192121
631	17.57562522
632	17.55854748
633	17.54118201
634	17.51617784
635	17.50664169
636	17.48545864
637	17.47424178
638	17.4473565
639	17.41639409
640	17.38621638
641	17.35194693
642	17.32824809
643	17.29936056
644	17.27970526
645	17.2629762
646	17.24707567
647	17.22590769
648	17.1981153
649	17.18729052
650	17.16260613
651	17.13253044
652	17.11473728
653	17.09474194
654	17.06795212
655	17.05624467
656	17.02680221
657	17.00809266
658	16.99635266
659	16.97841528
660	16.96205927
661	16.94132179
662	16.92051068
663	16.89770543
664	16.87879417
665	16.85751327
666	16.84489823
667	16.82474234
668	16.81212684
669	16.78319432
670	16.7699471
671	16.74859333
672	16.71975066
673	16.68626716
674	16.6651438
675	16.63551525
676	16.61250603
677	16.57982375
678	16.5643577
679	16.5523839
680	16.53317369
681	16.50932797
682	16.48914836
683	16.46298354
684	16.44353052
685	16.43625839
686	16.4206344
687	16.40338531
688	16.38587542
689	16.36190329
690	16.35280011
691	16.33353623
692	16.29695011
693	16.28260659
694	16.26667304
695	16.25479537
696	16.23654513
697	16.20567382
698	16.18662078
699	16.18215006
700	16.15531084
701	16.13116116
702	16.10459262
703	16.08612503
704	16.06680914
705	16.0443492
706	16.03220231
707	16.01093978
708	15.99710557
709	15.97613147
710	15.95113152
711	15.93280045
712	15.92414431
713	15.89903939
714	15.8750398
715	15.85445669
716	15.84124276
717	15.83274401
718	15.81452599
719	15.79824844
720	15.76867885
721	15.7608393
722	15.74995205
723	15.73709912
724	15.71342323
725	15.69967142
726	15.68233891
727	15.65927525
728	15.62200366
729	15.60294658
730	15.58264623
731	15.56410745
732	15.53574136
733	15.51289104
734	15.49623162
735	15.47688486
736	15.45145452
737	15.41000827
738	15.38843392
739	15.37172636
740	15.35489445
741	15.34102068
742	15.33461914
743	15.31827436
744	15.28880196
745	15.27222565
746	15.25684285
747	15.24368887
748	15.21446838
749	15.20522539
750	15.17495504
751	15.15288691
752	15.12147331
753	15.11354994
754	15.10326619
755	15.09196288
756	15.06894882
757	15.05624208
758	15.02632237
759	15.0119804
760	14.9968384
761	14.97861643
762	14.96548169
763	14.94255999
764	14.93227486
765	14.92097084
766	14.90428362
767	14.8826105
768	14.86532741
769	14.85676355
770	14.83960314
771	14.82890087
772	14.8041157
773	14.78794819
774	14.77943599
775	14.76523751
776	14.73158668
777	14.7193459
778	14.70064307
779	14.67824879
780	14.65761334
781	14.63392659
782	14.61704465
783	14.60233649
784	14.59198074
785	14.56581191
786	14.54753642
787	14.52929424
788	14.50628057
789	14.49351442
790	14.48008436
791	14.44730294
792	14.42943059
793	14.42017875
794	14.4039915
795	14.3838433
796	14.37184084
797	14.36158607
798	14.33831394
799	14.318996
800	14.29733491
801	14.27347818
802	14.25885935
803	14.24227308
804	14.23086554
805	14.21825268
806	14.20691854
807	14.17849849
808	14.16653183
809	14.15045643
810	14.13451003
811	14.11461519
812	14.1017393
813	14.08196847
814	14.07180692
815	14.05857839
816	14.04262243
817	14.02585086
818	14.00648527
819	13.98031545
820	13.96329127
821	13.95541071
822	13.94077421
823	13.92971037
824	13.91864381
825	13.90274331
826	13.89019435
827	13.86829852
828	13.86145843
829	13.85036327
830	13.83764286
831	13.82924051
832	13.81388052
833	13.80079948
834	13.7838065
835	13.76555506
836	13.74307324
837	13.72874512
838	13.70699825
839	13.67862271
840	13.64669394
841	13.63114028
842	13.60962038
843	13.59146076
844	13.57619706
845	13.54918033
846	13.5311484
847	13.51353821
848	13.49755902
849	13.48253438
850	13.47361522
851	13.45269611
852	13.44375494
853	13.41866764
854	13.39904684
855	13.38206487
856	13.36359985
857	13.35128443
858	13.33546187
859	13.32273738
860	13.31355882
861	13.30152147
862	13.27585814
863	13.25729297
864	13.23641499
865	13.22196594
866	13.20612071
867	13.18647441
868	13.17712082
869	13.16520831
870	13.15040736
871	13.14278714
872	13.12231631
873	13.10954631
874	13.09641292
875	13.075535
876	13.0624616
877	13.03926969
878	13.03005044
879	13.01669947
880	13.00329564
881	12.99883089
882	12.98490957
883	12.97523461
884	12.95471711
885	12.94215707
886	12.92201096
887	12.90552115
888	12.88819665
889	12.88376375
890	12.87241542
891	12.85791633
892	12.84373613
893	12.83291874
894	12.82482488
895	12.80104865
896	12.78330681
897	12.76953835
898	12.75318551
899	12.74461658
900	12.72192564
901	12.70629896
902	12.69530195
903	12.6773037
904	12.6621016
905	12.65004327
906	12.63204283
907	12.62145356
908	12.60937617
909	12.59313562
910	12.58582197
911	12.57140351
912	12.56114635
913	12.54802658
914	12.53218622
915	12.51248894
916	12.49745171
917	12.48293083
918	12.46992896
919	12.46013776
920	12.44552678
921	12.43308216
922	12.42292781
923	12.41353998
924	12.40376784
925	12.38599014
926	12.37839081
927	12.36610326
928	12.3544905
929	12.34764728
930	12.3279837
931	12.31321367
932	12.2924675
933	12.27948238
934	12.27559374
935	12.2693005
936	12.25749784
937	12.24861942
938	12.23796382
939	12.22810292
940	12.21118691
941	12.18959438
942	12.17419306
943	12.1676008
944	12.15826528
945	12.15039794
946	12.14158699
947	12.11979232
948	12.10881416
949	12.10571912
950	12.09894377
951	12.08624498
952	12.07326353
953	12.06659302
954	12.05212301
955	12.03892836
956	12.02114193
957	12.01191757
958	11.99515916
959	11.97720946
960	11.96646722
961	11.95133654
962	11.93533953
963	11.92794456
964	11.91536548
965	11.9109089
966	11.89878949
967	11.88770112
968	11.86542256
969	11.85059038
970	11.8363425
971	11.8226707
972	11.80407475
973	11.78873979
974	11.76992478
975	11.75652567
976	11.74611935
977	11.73645615
978	11.73325645
979	11.72436146
980	11.70672313
981	11.69161192
982	11.67732536
983	11.65932831
984	11.63786361
985	11.62544778
986	11.61523058
987	11.60388142
988	11.5953967
989	11.58752912
990	11.57516171
991	11.56597789
992	11.55773379
993	11.54163049
994	11.53068399
995	11.51773517
996	11.50826474
997	11.48937436
998	11.46948836
999	11.45180666
