iter	RMSE
715	27.06402579
716	27.03734969
717	27.01379539
718	26.9879198
719	26.97391566
720	26.96128485
721	26.95568526
722	26.94812399
723	26.93635444
724	26.92830881
725	26.91261642
726	26.89435003
727	26.87655123
728	26.86366136
729	26.84476132
730	26.83190851
731	26.82380453
732	26.80286282
733	26.79370774
734	26.77305359
735	26.73835027
736	26.72168457
737	26.70311574
738	26.68817946
739	26.66783105
740	26.64258363
741	26.63056781
742	26.61164859
743	26.59001644
744	26.55904296
745	26.54365855
746	26.51625354
747	26.49324322
748	26.46578869
749	26.44273341
750	26.41489376
751	26.39466236
752	26.37700078
753	26.36642251
754	26.35596841
755	26.34026654
756	26.31440502
757	26.30152108
758	26.28246976
759	26.26386668
760	26.24746179
761	26.23827177
762	26.20768047
763	26.18743231
764	26.16455104
765	26.13975367
766	26.11500921
767	26.09797444
768	26.07990283
769	26.05408193
770	26.03986127
771	26.02229154
772	26.01118949
773	25.99867332
774	25.98475974
775	25.95335498
776	25.94139475
777	25.92381632
778	25.90445602
779	25.89111507
780	25.87942768
781	25.85447651
782	25.8267803
783	25.79437782
784	25.76468678
785	25.73763317
786	25.71239483
787	25.69403416
788	25.67541848
789	25.6627276
790	25.65166392
791	25.62818469
792	25.62124223
793	25.60246291
794	25.59074301
795	25.58091588
796	25.56501234
797	25.54926769
798	25.53814254
799	25.51437383
800	25.49208832
801	25.47745264
802	25.4502275
803	25.43845859
804	25.41526632
805	25.3970388
806	25.37577464
807	25.36317265
808	25.34630475
809	25.32247554
810	25.30937846
811	25.29063732
812	25.27194514
813	25.24083776
814	25.22139906
815	25.1966457
816	25.17362276
817	25.16362007
818	25.14273707
819	25.11919895
820	25.09744231
821	25.07481863
822	25.06022234
823	25.03639425
824	25.02194519
825	25.00142809
826	24.97810503
827	24.96075249
828	24.93732364
829	24.92571818
830	24.90664804
831	24.89516345
832	24.87970873
833	24.85449559
834	24.83268417
835	24.80085647
836	24.78308023
837	24.76215746
838	24.7392944
839	24.72586903
840	24.70315977
841	24.6788023
842	24.65622025
843	24.64081658
844	24.62123825
845	24.61214608
846	24.59261909
847	24.57819916
848	24.5616054
849	24.54210354
850	24.51976153
851	24.49702178
852	24.47490198
853	24.45286932
854	24.43621082
855	24.41601197
856	24.40660558
857	24.39179549
858	24.37979354
859	24.34708575
860	24.32854636
861	24.31895388
862	24.30333872
863	24.27432743
864	24.25983194
865	24.23263673
866	24.2147482
867	24.1996543
868	24.19095455
869	24.17710457
870	24.17008452
871	24.14949212
872	24.12819822
873	24.11876827
874	24.10714512
875	24.09900881
876	24.07885436
877	24.05815018
878	24.03941686
879	24.03013721
880	24.01808082
881	23.99632033
882	23.97899156
883	23.94694787
884	23.930761
885	23.91788503
886	23.90526881
887	23.88271044
888	23.87058019
889	23.85748697
890	23.83541222
891	23.82745947
892	23.81351766
893	23.79562187
894	23.75709049
895	23.73713247
896	23.71775946
897	23.69960901
898	23.68241177
899	23.66754593
900	23.65256134
901	23.64201521
902	23.62777826
903	23.60006673
904	23.5826782
905	23.57203717
906	23.56202117
907	23.54272143
908	23.5321887
909	23.51941399
910	23.5032604
911	23.48547292
912	23.464147
913	23.45871099
914	23.4428015
915	23.42893481
916	23.41759522
917	23.40911209
918	23.39254683
919	23.37794613
920	23.35789098
921	23.34144364
922	23.33289778
923	23.31793991
924	23.30996589
925	23.29662366
926	23.28487561
927	23.27262886
928	23.2510727
929	23.2325949
930	23.2160841
931	23.19764743
932	23.18121464
933	23.16774031
934	23.15745587
935	23.1501266
936	23.12727363
937	23.10520841
938	23.0878429
939	23.06900193
940	23.056901
941	23.0476104
942	23.03389204
943	23.01138868
944	22.99555212
945	22.97737753
946	22.96607586
947	22.95152184
948	22.93930104
949	22.92637155
950	22.91299148
951	22.9026494
952	22.88248345
953	22.8697591
954	22.85168596
955	22.84536664
956	22.82715063
957	22.8118472
958	22.79941553
959	22.78828562
960	22.77902615
961	22.76207714
962	22.74673737
963	22.73439598
964	22.71786981
965	22.70281772
966	22.68369817
967	22.66177092
968	22.64993231
969	22.63177025
970	22.61703427
971	22.60684723
972	22.58563314
973	22.57059475
974	22.55079486
975	22.5287758
976	22.50639098
977	22.50249791
978	22.49213052
979	22.48419446
980	22.47220469
981	22.4593582
982	22.45045792
983	22.43658043
984	22.42649318
985	22.41104902
986	22.39610844
987	22.38577453
988	22.36477262
989	22.35657223
990	22.34171965
991	22.33231045
992	22.31286829
993	22.30411401
994	22.28012525
995	22.27310252
996	22.25862079
997	22.24588002
998	22.23149015
999	22.21626826
