iter	Passed	Remaining
717	5003	1965
718	5009	1957
719	5016	1950
720	5022	1943
721	5030	1937
722	5040	1931
723	5052	1926
724	5058	1918
725	5065	1911
726	5081	1908
727	5097	1904
728	5109	1899
729	5117	1892
730	5125	1886
731	5132	1879
732	5139	1872
733	5147	1865
734	5153	1857
735	5163	1852
736	5170	1845
737	5176	1837
738	5183	1830
739	5190	1823
740	5197	1816
741	5205	1810
742	5213	1803
743	5219	1796
744	5228	1789
745	5235	1782
746	5241	1775
747	5248	1768
748	5255	1761
749	5262	1754
750	5269	1747
751	5277	1740
752	5283	1733
753	5290	1726
754	5297	1718
755	5303	1711
756	5310	1704
757	5316	1697
758	5323	1690
759	5330	1683
760	5338	1676
761	5344	1669
762	5351	1662
763	5359	1655
764	5366	1648
765	5372	1641
766	5378	1633
767	5384	1626
768	5390	1619
769	5398	1612
770	5405	1605
771	5412	1598
772	5419	1591
773	5425	1584
774	5433	1577
775	5440	1570
776	5447	1563
777	5454	1556
778	5462	1549
779	5470	1542
780	5477	1535
781	5482	1528
782	5489	1521
783	5496	1514
784	5503	1507
785	5511	1500
786	5517	1493
787	5524	1486
788	5532	1479
789	5539	1472
790	5545	1465
791	5551	1457
792	5557	1450
793	5565	1443
794	5573	1437
795	5580	1430
796	5588	1423
797	5595	1416
798	5602	1409
799	5608	1402
800	5614	1394
801	5621	1387
802	5627	1380
803	5633	1373
804	5640	1366
805	5648	1359
806	5656	1352
807	5663	1345
808	5671	1338
809	5677	1331
810	5684	1324
811	5690	1317
812	5697	1310
813	5704	1303
814	5710	1296
815	5716	1289
816	5723	1282
817	5730	1274
818	5736	1267
819	5744	1260
820	5750	1253
821	5758	1246
822	5764	1239
823	5770	1232
824	5777	1225
825	5785	1218
826	5791	1211
827	5799	1204
828	5807	1197
829	5813	1190
830	5820	1183
831	5828	1176
832	5835	1169
833	5842	1162
834	5848	1155
835	5856	1148
836	5863	1141
837	5870	1134
838	5876	1127
839	5883	1120
840	5889	1113
841	5897	1106
842	5904	1099
843	5911	1092
844	5919	1085
845	5925	1078
846	5934	1071
847	5942	1065
848	5949	1058
849	5956	1051
850	5962	1043
851	5969	1037
852	5976	1029
853	5984	1023
854	5991	1016
855	5998	1009
856	6005	1002
857	6012	995
858	6019	988
859	6026	980
860	6033	973
861	6040	966
862	6047	959
863	6055	953
864	6062	946
865	6069	939
866	6076	932
867	6084	925
868	6091	918
869	6097	911
870	6103	904
871	6110	897
872	6117	890
873	6125	883
874	6132	876
875	6139	869
876	6147	862
877	6154	855
878	6161	848
879	6168	841
880	6176	834
881	6182	827
882	6188	820
883	6196	813
884	6203	806
885	6209	798
886	6215	791
887	6221	784
888	6227	777
889	6234	770
890	6241	763
891	6249	756
892	6256	749
893	6263	742
894	6270	735
895	6277	728
896	6284	721
897	6290	714
898	6298	707
899	6304	700
900	6311	693
901	6319	686
902	6325	679
903	6334	672
904	6340	665
905	6347	658
906	6353	651
907	6360	644
908	6367	637
909	6374	630
910	6381	623
911	6387	616
912	6394	609
913	6402	602
914	6408	595
915	6415	588
916	6421	581
917	6429	574
918	6437	567
919	6443	560
920	6451	553
921	6459	546
922	6465	539
923	6473	532
924	6480	525
925	6487	518
926	6494	511
927	6502	504
928	6510	497
929	6517	490
930	6524	483
931	6532	476
932	6539	469
933	6547	462
934	6553	455
935	6560	448
936	6567	441
937	6573	434
938	6582	427
939	6589	420
940	6597	413
941	6603	406
942	6611	399
943	6618	392
944	6626	385
945	6632	378
946	6638	371
947	6645	364
948	6652	357
949	6658	350
950	6664	343
951	6672	336
952	6679	329
953	6686	322
954	6694	315
955	6699	308
956	6707	301
957	6713	294
958	6720	287
959	6727	280
960	6734	273
961	6741	266
962	6749	259
963	6757	252
964	6764	245
965	6772	238
966	6779	231
967	6784	224
968	6791	217
969	6799	210
970	6806	203
971	6813	196
972	6820	189
973	6828	182
974	6835	175
975	6843	168
976	6850	161
977	6858	154
978	6864	147
979	6871	140
980	6879	133
981	6886	126
982	6893	119
983	6899	112
984	6907	105
985	6914	98
986	6921	91
987	6929	84
988	6935	77
989	6941	70
990	6948	63
991	6955	56
992	6964	49
993	6971	42
994	6977	35
995	6984	28
996	6991	21
997	6998	14
998	7006	7
999	7012	0
